,message_length,summary
307,41,Collision: The caller's car was hit by another car in April. No details were provided about the damage to the car.
308,20,Collision: The caller's car was hit by another car in April. No details were provided about the damage to the car.
309,45,Collision: Damage to a 2016 Charger. Estimate completed for $320.50. Body shop to complete inspection and send any additional damage to Geico for review. No accident described.
310,51,Collision: Damage to a 2016 Charger. Estimate completed for $320.50. Body shop to complete inspection and send any additional damage to Geico for review. No accident described.
311,45,Collision: The car was damaged on May 18th and needs to be towed to Neil Finn Chevrolet in [PII]. The color of the car is black and it is a 2014 model.
312,28,Collision: The caller's car was damaged in an accident. Liability was not accepted at 100% and the other party involved has not made any payment. No further details about the accident were provided.
313,55,"Collision: The caller's car was damaged in a parking lot, with the bumper and frame bent. The cause of the damage is unknown. No other accident was described."
314,200,"Collision: The caller's vehicle collided with another vehicle at a red light. Airbags deployed, front bumper falling off, engine leaking, and a dent in the hood."
315,37,Collision: Damage to a 22 Chevy with a brush guard on the front. The customer disputes an endorsement for a camper shell and requests verification.
316,83,"Collision: Three-car accident with minimal damage to the front car, scratch on the second car, and damage to the caller's black Nissan Pathfinder. No injuries reported."
317,35,NO ACCIDENT DESCRIBED.
318,26,NO ACCIDENT DESCRIBED.
319,81,Collision: The caller's car has damage to the wheels in the back and is not drivable. They are waiting for a check to be issued and a rental car to be provided.
320,18,Collision: The 2006 Chevy 1500 was damaged. No further details about the accident were provided.
321,55,Collision: The insured rented a 2022 Toyota RAV4 from Enterprise and returned it with damages to the panel lights. No other information about the accident was provided.
322,21,Collision: Geico's insured was not at fault for the incident. Geico paid for the damages to their vehicle and will be sending over a subrogation request.
323,28,Collision: The caller's car was totaled in an accident on December 31st. No further details were provided about the accident.
324,65,Collision. Another car hit the car while it was being driven by someone else with permission. The car sustained damage.
325,47,"Collision: The caller is dropping off their car again at the Geico center due to an accident on the fifth. No specific details about the accident were provided, only that the car needs repairs."
326,19,Collision: The details of the accident were not provided.
327,29,Collision: The details of the accident were not provided.
328,23,Collision. No information provided about the accident.
329,17,"I'm sorry, I cannot summarize the details of the accident as I am an AI language model and I do not have access to the information about the accident. However, I can assist you with any other questions or concerns you may have regarding your claim."
330,66,Collision. The car was seriously damaged at the back due to a reckless driver. A claim was filed with Geico and a rental car was arranged for pickup.
331,35,"Collision: The details of the accident were not fully discussed, but the caller mentioned that the liability was 50-50. No information was provided regarding the damage to the car."
332,22,"Collision: Damage to the vehicle, waiting for a wheel to come in. No other details provided about the accident."
333,46,"Collision: The vehicle has a missing catalytic converter. The estimated cost of repair is $3,778.79, minus a $500 deductible. No other information about the accident was provided."
334,10,No accident described.
335,153,"Collision: The caller's car was hit by a drunk driver resulting in severe damage to the rear tailgate, rear window, bumper, quarter panel, and taillight. The car is currently in storage."
336,22,Collision: Damage to the car resulting in a claim with Geico. No further details provided.
337,18,Collision: No accident described.
338,18,Collision: The details of the accident were not provided.
339,32,"Collision: The car sustained damage to the front bumper, hood, and windshield. No other details about the accident were provided."
340,31,"I'm sorry, but I don't have any information about an accident or damage to a car. Could you please provide me with more context or details so that I can assist you better?"
341,469,Collision. The car was totaled in an accident caused by an unlicensed and uninsured driver who did not have permission to use the vehicle.
342,22,"Collision: On May 21st, [PII] was driving a 97 Chevy pickup and rear-ended another vehicle. No further details were provided about the accident."
343,19,NO ACCIDENT DESCRIBED.
344,88,"Collision: Two vehicles involved, a commercial truck and a car. No information provided on the extent of damage to the car."
345,14,Collision: The car sustained damage to the front bumper and hood.
346,47,Collision: The caller's car was scraped by another woman's car on May 4th. No further details about the accident were provided.
347,63,Collision: The car hit a deer resulting in damage. The deductible is $1000. The claimant will take the car to a Geico shop for an estimate and receive a check to take to a body shop of their choice.
348,27,"Collision: Damage to the car reported, but no details provided."
349,42,Collision. No information provided on damage to the car.
350,78,"Collision: Customer dropped off a Toyota Camry 2022 rental car overnight in Fort Lauderdale. The front bumper, undercarriage, and windshield were damaged. No police report or injuries were reported."
351,23,"No accident was described during the conversation, so there are no details to summarize."
352,41,No accident described.
353,76,"Collision: Three cars involved, car 3 hit car 2 which hit the caller's car. Caller contacted car 2's insurance, State Farm, who denied responsibility. Caller must pay $500 deductible."
354,42,Collision. No accident described.
355,35,Collision: The caller's wife was involved in an accident while driving. Their car was damaged and is currently in the shop for repairs. No other details provided.
356,53,"Collision: The caller has an open claim for car repair. The other party's insurance has a low limit, so they will use their own policy and send the bill to the other party's insurance. The caller plans to take the car to a Hyundai body shop. An adjuster will come to inspect the vehicle. No description of the damage was provided."
357,59,Collision: The car sustained hail damage and requires repairs. No other information provided about the accident.
358,30,No accident described.
359,29,Collision: The caller reported a recent accident and will be going after the other party's Geico policy. No details were provided about the accident except for the damage to the car.
360,48,NO ACCIDENT DESCRIBED.
361,210,Collision: Mr [PII]'s Nissan Altima was totaled after being hit by a 1988 Ford F-150 that ran a stop sign. Airbags deployed on the passenger side.
362,115,"Collision: The driver hit a motorcycle from behind causing damage to the luggage, saddlebag, frame, foot pegs, crash bar, handlebars, taillight, and license plate."
363,35,Collision. The car was t-boned on the rear passenger side.
364,88,"Collision: Vehicle collided with a tree in the driveway causing damage to the rear bumper, passenger side tail lights, and quarter panel."
365,13,Collision: The other driver entered the roadway and collided with the caller's car. No details were provided about the damage to the car.
366,117,Collision: The front end of the car was ripped off in an accident caused by a speeding car. No information provided about the damage to the other car.
367,40,NO ACCIDENT DESCRIBED.
368,27,NO ACCIDENT DESCRIBED.
369,24,NO ACCIDENT DESCRIBED.
370,51,Collision: The caller's son had an accident and the car was damaged. No further details were provided about the accident.
371,72,Collision: The caller's son was involved in a car accident. The car was towed to a collision center for evaluation. No further details about the accident were provided.
372,55,Collision: The car was damaged and needed repairs. No further details about the accident were provided.
373,46,Collision: The car was vandalized and broken into. No further details about the accident were provided.
374,78,"Collision: On May 6th, 2023, a 2011 Nissan Versa was struck on the driver's side front bumper by a 2014 Honda Civic making a left turn. No injuries were reported."
375,145,"Collision: On May 6th, 2023, a 2011 Nissan Versa was struck on the driver's side front bumper by a 2014 Honda Civic making a left turn. No injuries were reported."
376,96,"Collision: 2006 Toyota Tacoma was involved in an accident where it hit the median due to rain. The front and rear end of the vehicle were damaged, and it appeared to have rolled. No airbags deployed."
377,162,"Collision: The caller hit a black object on the side of the road while merging onto the highway, causing damage to the tire and potentially the underside of the car."
378,19,Collision: No information provided about the accident.
379,12,Collision: The car was damaged in an accident. No further details provided.
380,55,"Collision: Damage was discovered on a 2015 Kia Optima on February 25th, 2023 at 12:01 PM. No driver was involved, and there was no coverage at the time of the loss."
381,323,"Collision: The car's bumper, headlight cover, and trim were damaged in the accident. The bumper requires a paint job and the trim may need to be replaced."
382,36,Collision: The insured was merging left when they heard a bump behind them. They advised they had already merged first and then felt the impact. The other car's rear quarter panel was damaged.
383,30,No accident described.
384,34,Collision: The caller did not provide details of the accident. They are waiting on a claim and need to send pictures of the damage to their car through a link.
385,25,"Collision: The accident was non-fault and occurred on September 18th, 2019. The car was damaged, but no further details were provided."
386,37,No accident was described.
387,26,NO ACCIDENT DESCRIBED.
388,68,"Collision: The front passenger door, front fender, bumper, and wheel of the 2018 Chevy Malibu were damaged. The other driver's driver's side door was damaged."
389,92,Collision: The car is leaking fluid and needs to be towed to the shop. No information provided about the cause of the damage.
390,44,Collision: The car was damaged and needs repair. No further details were provided about the accident.
391,19,"Collision: The caller's car was hit from behind by another driver. No injuries were reported, but the car sustained damage."
392,19,Collision: No information provided about the accident or damage to the car.
393,67,Collision: A motorcycle merged into a truck causing damage. No information provided on the extent of the damage to the truck.
394,24,Collision: Property damage to a Chevy Malibu. No other details provided.
395,131,Collision: The caller was hit by another driver while driving through a parking lot. The caller's car was leaking water and the extent of the damage is unknown.
396,115,Collision: Rear wheel of [PII]'s 2012 Mazda 6 was hit by the front of a rental car. Severity rated 3 out of 5. No other details provided.
397,153,Collision: State vehicle intentionally hit caller's car on a highway in DC. Caller's car sustained damage to the rear side and steering wheel. Knee injury also reported.
398,34,Collision: The caller's car was hit by a dump truck. The car sustained damage and cannot be driven. Attempts to contact the other driver's insurance have been unsuccessful.
399,147,Collision: The caller's parked car was hit by another driver who is insured by Geico. The car has damage and the caller has already received an estimate for repairs.
400,165,"Collision: Driver's side of a 2022 Honda Civic was damaged in a side-swipe accident. Tire and wheel were damaged, and suspension may have been affected. Airbag light is on."
401,37,"Collision: The car sustained damage to the front bumper, hood, and windshield."
402,50,Collision: The caller's 2020 Honda was damaged in an accident. No further details were provided about the accident.
403,29,"Collision: Damage to the car occurred on May 6th, 2023. No further details about the accident were provided."
404,19,"Collision: The customer filed a claim for an accident and additional information was requested. No details were provided about the accident or injuries, but damage to the car was mentioned."
405,96,"Collision: Geico policy holder backed into the back of a 2022 Toyota Prius, causing significant damage to the rear bumper. No other damage reported."
406,40,Collision: No information provided about the accident or damage to the car.
407,41,Collision: The 2000 Toyota MR2 was hit by another car causing damage to the front and rear of the vehicle.
408,34,"I'm sorry, but I cannot provide a summary of an accident as I do not have any information about it. Please provide me with the necessary details."
409,97,"Collision: The two cars collided on the side, causing damage. No further details provided."
410,55,"Collision: Hit and run resulting in damage to the car. Uninsured motorist coverage used. $750 check issued to cover deductible. Repairs approved for $1,768.52."
411,101,"Collision: The caller was involved in an accident on 4/19 where a third vehicle hit the car behind them, causing it to hit their car. The rear bumper, trunk, and quarter panel were damaged."
412,13,NO ACCIDENT DESCRIBED.
413,27,Collision: The caller reported a claim for a damaged vehicle on April 22nd. The vehicle was repaired and payments have been made. No further details about the accident were provided.
414,119,"Collision: The caller had a fender bender with another car while in stop-and-go traffic. No visible damage to their car, but the other car's bumper was tapped. Geico accepted responsibility."
415,86,Tag: Vandalism. The front windshield on the passenger side of a 2021 Chevy Trax rental vehicle was busted and there were footprints on the car. A police report was filed.
416,113,Collision: The car was hit by a truck on the rear trunk causing a significant dent in the middle. No other accidents were described.
417,120,"Collision: The caller's car was rear-ended on April 28th, resulting in damage to the rear bumper. There is also possible damage to the front bumper."
418,53,Collision: Geico insured making a left turn was T-boned by AAA insured who was splitting traffic. No information provided on damage to the car.
419,44,No accident described.
420,22,"Collision: The accident occurred on the 23rd, and the car was damaged. No further details were provided."
421,21,No accident described.
422,68,"Collision: The car was declared a total loss and the claimant submitted rental receipts. The amount of reimbursement is limited to $15,000."
423,43,Collision: The caller previously made an appointment with a recommended collision center but changed their mind and wants to take the drivable vehicle to a different body shop. No details about the accident were provided.
424,15,Collision. 2018 Traverse was totaled. No further details provided.
425,36,"I'm sorry, but I don't have enough context to provide a summary of the accident. Could you please provide me with more information?"
426,32,"Collision: A driver hit [PII]'s car on December 16th, 2022, causing damage. No further details were provided about the accident."
427,44,"Collision: On September 10, 2018, the Toyota Tacoma owned by the policyholder was damaged after hitting a curb. No other accident was described."
428,25,NO ACCIDENT DESCRIBED.
429,33,"I'm sorry, but I don't have any information about the accident or the damage to the car. Could you please provide me with more details?"
430,34,"I'm sorry, but I don't have any information about the accident or the damage to the car. Could you please provide me with more details?"
431,24,"I'm sorry, but I don't have any information about an accident. Could you please provide me with more context or details?"
432,54,Collision: The caller's 2008 Lexus was hit from behind while driving on [PII] in Connecticut. No airbags deployed and there was damage to the car.
433,130,Collision: Insured's vehicle was rear-ended by another vehicle while parked in a McDonald's drive-thru. Rear bumper and trunk area of the insured's 2020 GM Terrain were damaged.
434,31,Collision: The car has sustained damage and needs repairs. No further details about the accident were provided.
435,149,"Collision: The car hit a yellow pole causing damage to the rear passenger side, including paint, light, and backup sensor. No other vehicles were involved in the accident."
436,56,"Collision: The caller reported a collision where they rented a car and hit a 2018 Kia Optima. No damage was reported to either vehicle, but photos were requested."
437,93,Collision: The driver's side door of a 2016 Mazda 6 was damaged and cannot be opened after an accident with another driver. No other details provided.
438,69,Collision: The caller's car was hit by another car while pulling out of their driveway. The other car hit the caller's tire and caused damage to the bumper.
439,102,Collision: Car was damaged in two separate accidents. Car is currently at Finest Automotive Recovery. Field inspection is needed before rental can be extended.
440,22,Collision: The details of the accident were not discussed.
441,52,"Collision: Geico insured's vehicle was rear-ended by Progressive insured's 2007 Ford F-150. Damage to Geico insured's vehicle reported, no further details provided."
442,156,"Collision: On May 17th, 2023, a 2021 Ram 2500 driven by [PII] collided with a 2018 BMW 430 causing damage to the rear driver's side of the BMW. No other damage was reported."
443,24,Collision: The insured vehicle was involved in an accident where it appears that the other driver went through a red light and collided with the insured vehicle causing damage.
444,43,Collision: The caller's car was damaged and has been out of commission for five months. The caller is concerned about the condition of the car upon return.
445,39,Collision: Hail damage to a 2017 Dodge Journey on May 10th. No other accident described.
446,20,Collision: The caller was involved in an accident and needs to submit photos of the car's damage through an email link. No further details about the accident were provided.
447,61,Collision: No accident described.
448,19,"Collision: A customer hit the caller's vehicle, causing damage that required repairs at a shop. No further details about the accident were provided."
449,65,Collision: The caller's car was hit by another car that backed up into them at an intersection. No injuries were reported. The caller is waiting for Progressive to finalize the claim.
450,14,Collision: The car was involved in an accident resulting in damage. No further details were provided.
451,71,Collision: The caller was involved in an accident and their car is not drivable. No further details were provided about the accident.
452,45,Collision: Rear-end accident involving the caller's 1988 truck and 11 other vehicles. No further details provided about the accident except for the damage to the caller's vehicle.
453,41,NO ACCIDENT DESCRIBED.
454,30,Collision: Damage to the car reported on 11/9/2022. No further details provided.
455,27,Collision: Damage to the car on May 23rd. No further details provided.
456,38,Collision: Damage to the car on the 19th of this month. No further details provided.
457,60,NO ACCIDENT DESCRIBED.
458,28,Collision: The insured's car was hit by an unknown driver who left a note with the license plate number. No further details about the accident were provided.
459,64,"Collision: Damage to the car occurred on April 18, 2023. The estimate for repairs is $4,635.50. No further information on the accident was provided."
460,38,Collision: The caller's truck was totaled in an accident where they crossed the center line and hit another vehicle. No other details about the accident were provided.
461,144,"Collision: On June 23rd, a collision occurred between a Toyota Corolla and a Honda Civic in Jefferson Station, NY. The Toyota's front bumper and signal light were damaged, while the Honda's passenger side doors were dented."
462,56,Collision: The caller did not provide any information about the damage to the car.
463,24,"Collision. The insured driver's 2020 Sienna Van was rear-ended by the claimant's vehicle, resulting in damage to the Sienna Van."
464,27,Collision: Bumper damage. Bumper was removed and being painted. No damage behind the bumper has been assessed yet.
465,27,NO ACCIDENT DESCRIBED.
466,18,Collision: The car sustained significant damage to the front and rear end.
467,127,Collision: The insured's 2014 Nissan Versa was hit on the entire left side by a vehicle that attempted to pass her and a semi-truck on a two-lane road.
468,41,Collision: Existing claim with Geico. No details provided about the accident. Damage to the car mentioned during the call.
469,57,Collision: Damage to an Equinox. Photos and invoice sent to F and G Auto Repair. Inspection needed. No estimate provided. Assigned to auto damage review.
470,68,Collision: Car was not drivable and was towed to a service king in College Bill due to damage. No further details about the accident were provided.
471,53,"Collision: On May 12th, a 2018 Nissan Pathfinder was damaged in an accident. No further details were provided."
472,35,"Collision: A piece of wood flew into the windshield while driving on the highway, causing significant damage to the windshield. No other information provided."
473,34,Collision: The details of the accident are not provided.
474,32,Collision: Rear-end collision resulting in damage to the back of the car.
475,70,Collision: The caller's car was hit by another vehicle on April 28th. The damage to the car is being covered by Geico with a $1000 deductible. No injuries were reported.
476,82,Collision: A mail truck backed into the caller's parked car while it was at a garage for a state inspection. Damage was on the driver's side rear.
477,51,Collision: The caller's truck is going back into the shop for more repairs. No details were provided about the initial accident or damage to the car.
478,44,Collision: Geico client's Acura loaner car was damaged by the customer while in their possession. No further details about the accident were provided.
479,16,NO ACCIDENT DESCRIBED.
480,28,"Collision: The details of the accident were not fully discussed, but the car sustained damage that led to a claim being filed. No further information was provided."
481,124,Collision: Hit and run accident caused damage to the right side of a 2019 Lexus RX 350 below the headlight on the passenger side. No police report filed.
482,26,"Collision. The car sustained damage from hitting a tree on March 14th, 2023. No further details provided."
483,45,"I'm sorry, but I cannot provide a summary of an accident as there is no information provided about the accident. Please provide me with the necessary details to summarize the accident."
484,24,"Collision: The car sustained significant damage to the front and rear end, including the hood, bumper, and trunk."
485,58,"Collision: The car sustained damages to the hood, front bumper, and right fender. The total demand was $2,583.90, but the insurance approved $1,029.85."
486,19,NO ACCIDENT DESCRIBED.
487,43,Collision: The caller's car was hit by two other vehicles involved in an accident. The car is currently in the body shop and the caller cannot afford the $1000 deductible to take it out.
488,27,"Collision: Damage to the car reported on May 21st, 2023. No further details provided."
489,63,"Collision: Rear-ended on 9 95 southbound on May 14th. Car significantly damaged, sensors not working, but still usable. No police report available, but pictures taken."
490,62,"Collision: A 2003 GMC pickup truck was hit by a Geico policyholder's 2021 Chevy Equinox, resulting in damage to the rear end of the GMC. The vehicle is not drivable."
491,52,Collision: No information provided about the accident or damage to the car.
492,12,"I'm sorry, but I cannot provide a summary of an accident as I do not have any information about it. Please provide me with the necessary details so I can assist you better."
493,17,Collision: The details of the accident are not provided.
494,68,"Collision: Hit and run involving four vehicles, including a Tesla, with unspecified damage. No information provided on injuries. Video footage available but blurry."
495,42,Collision: The caller's 2019 Toyota C-HR was damaged in an accident that occurred yesterday. No further details were provided.
496,64,Collision: Client's car was damaged in a no-fault accident. No details provided on the extent of the damage.
497,40,Collision: The caller reported a claim filed on May 23rd. Geico accepted liability for the accident. No details were provided about the accident except for damage to the caller's car.
498,49,No accident described.
